County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,Latitude,FCC Issued,Longitude,FCC Accepted,Location Points
Monroe,Irondequoit Farmers' Market,Town Hall Lawn  1280 Titus Ave. Rochester,1280 Titus Ave,Rochester,NY,14617,Katrina Hall,5853367267,http://www.irondequoit.org,Thursday  4pm-8pm,May 24-October 18,P/M,Y,Y,43.21118,Y,-77.58154,Y,"(43.21118, -77.58154)"
Monroe,Kirby's Farm Market,9739 Ridge Road Brockport,9739 Ridge Rd,Brockport,NY,14420,Linda Kirby,5856372600,,"Mon-Sat 9am-7pm  , Sunday  10am-5pm",May 1-December 24,P/M/X,Y,N,43.25194,N,-77.98451,Y,"(43.25194, -77.98451)"
Monroe,Partyka Farms Farm Stand,1420 County Line Rd. Kendall,1420 County Line Rd.,Kendall,NY,14470,Lora Partyka,5857520258,http://www.partykafarms.com,Daily  9am-9pm,April 12-December 27,P/M/X,Y,Y,43.29811,N,-77.99548,Y,"(43.29811, -77.99548)"
Monroe,The Farmers Daughter Farm Stand,8089 W Ridge Rd.  Brockport,8089 W Ridge Rd.,Brockport,NY,14420,Clayton Christ,5854513267,http://www.thefarmersdaughterny.com,"Mon-Sat  9am-9pm, Sunday  10am-8pm",May 1-December 28,P/M/X,Y,N,43.23014,N,-77.91477,Y,"(43.23014, -77.91477)"
Monroe,Village of Fairport Farmers' Market,"58 S. Main St. parking lot, behind Bank of America",58 South Main St,Fairport,NY,14450,Fritz May,5854213209,http://www.fairportny.com,Saturday  7am-12pm,May 5-November 17,P/M,Y,N,43.09992,N,-77.44214,Y,"(43.09992, -77.44214)"
Montgomery,Fort Plain Farm Stand,Parking lot on 12 Willet St. Ft. Plain,12 Willet Street,Fort Plain,NY,13339,Annette Rorick,5189934271,,"Thursday  10am-4pm, Friday  10am-4pm",May 24-November 16,P/M,Y,N,42.9316,N,-74.62182,Y,"(42.9316, -74.62182)"
Montgomery,Haven of Hope Farm Stand,19 Cemetery St. Fonda,19 Cemetary Street,Fonda,NY,12068,Pat Brooking,5187701390,http://www.havenofhopefarm.org,"Mon-Fri 10am-4pm, Saturday  9am-4pm",March 1-December 24,W/P/M/X,Y,Y,42.95627,N,-74.36841,Y,"(42.95627, -74.36841)"
Montgomery,Radliff Hollow Farm Farm Stand,210 West Lykers Rd  Canajoharie,210 West Lykers Road,Canajoharie,NY,13317,Sara Radliff,5186734877,,Saturday  8am-6pm,May 1-November 1,P/M,Y,N,42.80151,N,-74.51329,Y,"(42.80151, -74.51329)"
Nassau,Kennedy Plaza Farmers' Market,1 West Chester St. at City Hall  Long Beach,1 West Chester St,Long Beach,NY,11561,Bernadette Martin,5166705311,http://www.ligreenmarket.org,Wed/Sun  9am-2pm,May 5-November 21,P/M,Y,Y,40.58943,Y,-73.66592,Y,"(40.58943, -73.66592)"
New York,57th Street Wednesday Greenmarket,Tenth Ave. btwn 57th & 58th Sts.,891 Tenth Ave,New York,NY,10019,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,May 30-November 21,P/M,Y,Y,40.7695,N,-73.98841,Y,"(40.7695, -73.98841)"
New York,Chelsea Farmers' Market,383 W 23rd St. btw 8th & 9th Aves.,383 W 23rd Street,New York,NY,10011,Emily Lee,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-4pm,May 5-December 15,P/M/X,Y,Y,40.74633,N,-74.00081,Y,"(40.74633, -74.00081)"
New York,Hudson Yards Farmers' Market,Hudson Boulevard Park,Hudson Boulevard Park,New York,NY,10001,Emily Lee,9149234837,http://www.downtoearthmarkets.com,Thursday  9am-6pm,May 10-November 15,P/M,Y,Y,40.74928,N,-73.99259,Y,"(40.74928, -73.99259)"
New York,Stuyvesant Town Greenmarket,14th St. Loop & Ave A South end of oval,1 Stuyvesant Oval,New York,NY,10009,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket,Sun  9:30am-4:30pm,May 20-December 23,P/M/X,Y,Y,40.73146,N,-73.97875,Y,"(40.73146, -73.97875)"
Niagara,Lockport Community WINTER Farmers' Market,210 Walnut St.,210 Walnut Street,Lockport,NY,14094,Jessica Dittly,7164340212,http://www.lockportcommunitymarket.com,1st &3rd Saturday  10am-2pm,November 3-May 18,M/X/W/P,Y,Y,43.16982,Y,-78.68755,Y,"(43.16982, -78.68755)"
Niagara,Prudom Farms Farm Stand,2570 Carmen Rd. Middleport,2575 Carmen Road,Middleport,NY,14105,Lynne McAvoy,7165149645,http://www.prudomfarms.com,Daily  10am-dusk,March-December,W/P/M/X,Y,Y,43.28347,N,-78.48892,Y,"(43.28347, -78.48892)"
Oneida,Oneida County Public Market,"REA Wing  Union Station, 321 Main St. Downtown Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639,http://www.oneidacountymarket.com,Saturday  9am-1pm,May 19-October 27,P/M,Y,Y,43.10393,N,-75.2239,Y,"(43.10393, -75.2239)"
Oneida,Oneida County WINTER Public Market,"Inside Main Lobby Union Station, 321 Main Street Downtown Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639,http://www.oneidacountymarket.com,Alt Saturdays  9am-1pm,November 11-April 28,M/X/W/P,Y,Y,43.10393,Y,-75.2239,Y,"(43.10393, -75.2239)"
Oneida,Rome Downtown Farmers' Market,City Hall Green 198 N Washington Street,198 N Washington Street,Rome,NY,13440,Jake DiBari,3152717090,http://www.positivelyrome.com,Friday  12pm-6pm,June 15-October 5,P/M,Y,N,43.22396,N,-75.44779,Y,"(43.22396, -75.44779)"
Oneida,Wagner Farms Farm Stand 2,1122-1160 Erie Blvd. West  Rome,1122-1160 Erie Blvd. West,Rome,NY,13440,Ronald Wagner,3153395182,http://www.wagnerfarmsny.com,Friday  9am-6pm,May 11-October 26,P/M,Y,N,43.22401,N,-75.48476,Y,"(43.22401, -75.48476)"
Oneida,Whitesboro WINTER Farmers' Market,Dunham Public Library 76 Main St.,76 Main St.,Whitesboro,NY,13492,Susan Hansen,3157369734,,1st and 3rd Mon  3pm-7pm,October 17-April 17,M/X/W/P,N,N,43.121106,N,-75.289193,Y,"(43.121106, -75.289193)"
Onondaga,Baltimore Woods WINTER Farmers' Market,"Baltimore Woods Nature Center, 4007 Bishop Hill Road",4007 Bishop Hill Road,Marcellus,NY,13108,Sue Jones,3156731350,https://www.facebook.com/winterfarmersmarketatbaltimorewoods/,2nd Saturday  10am-1pm,November-April,M/X/W/P,N,N,42.964885,N,-76.344609,Y,"(42.964885, -76.344609)"
Onondaga,Bayberry Plaza Farmers' Market,Kinney lot 7608 Oswego Rd. Liverpool,7608 Oswego Rd,Liverpool,NY,13090,Coleen Tucker,3156521463,http://www.bayberryplaza.com,Wed  8am-2pm,May 2-October 31,P/M,Y,N,43.13779,N,-76.22602,Y,"(43.13779, -76.22602)"
Onondaga,Brownson Family Farm Farm Stand,8149 Bridgeport Kirkville Rd. Kirkville,8149 Bridgeport Kirkville Rd,Kirkville,NY,13082,James A Brownson,3156562025,http://www.brownsonfamilyfarm.com,Daily  9am-6pm,April 1-December 31,P/M/X,Y,N,43.11657,N,-75.95328,Y,"(43.11657, -75.95328)"
Onondaga,Emmi's Farm Market-Baldwinsville,1482 West Genesee Rd Baldwinsville,1482 West Genesee Rd.,Baldwinsville,NY,13027,Anthony Emmi,3153743577,http://www.emmifarms.com,"Mon-Sat  9am-6pm, Sunday  10am-6pm",May 1-October 31,P/M,Y,N,43.16899,N,-76.40302,Y,"(43.16899, -76.40302)"
Onondaga,Fayetteville Farmers' Market,Fayetteville Town Ctr 504 Burdick St.,504 Burdick Street,Fayetteville,NY,13066,Lacey Cashman,3013351434,http://www.fayettevillefarmersmarketcny.com,Thursday  12pm-6pm,May 10-October 25,P/M,Y,N,43.02764,N,-76.01608,Y,"(43.02764, -76.01608)"
Onondaga,Gillie Brook Farm Stand,6147 Gillie Brook Rd.  Memphis,6147 Gillie Brook Road,Memphis,NY,13112,Robert Nogash,3156723706,http://www.gilliefarms.com,"Sat  12pm-3pm, Sun  11am-3pm, Wed  8am-3pm (summer only)",May-January,P/M/X/W,Y,Y,43.07172,N,-76.35375,Y,"(43.07172, -76.35375)"
Onondaga,Skaeneateles Farmer's Market-Saturday,1 East Austin St. Austin Park Pavilion,1 East Austin Street,Pavilion,NY,13152,Sue Murphy,3157279320,,Saturday 10am-1pm,May 19-October 13,P/M,Y,N,42.95091,N,-76.43045,Y,"(42.95091, -76.43045)"
Onondaga,Skaneateles Farmers' Market-Thursday,1 East Austin St. Austin Park Pavilion,One E. Austin St,Skaneateles,NY,13152,Sue Murphy,3157279320,http://www.townofskaneateles.com,Thurs 3:30pm-6:30pm,May 17-November 15,P/M,Y,N,42.95089,N,-76.4309,Y,"(42.95089, -76.4309)"
Ontario,Canandaigua WINTER Farmers' Market,"Antis St. Parkling lot, Behind Byrne Dairy",Antis St.,Canandaigua,NY,14424,Rich Riedman,5853946597,,"Every other Sat  , 10am-11am",November 3-May 25,M/X/W/P,N,N,42.88362,N,-77.2801,Y,"(42.88362, -77.2801)"
Orange,Cornwall WINTER Farmers' Market,Cornwall Senior Center 40 Munger Dr,395 Hudson St. (address for library-ctr is behind library),Cornwall,NY,12518,Carrie Sabins,8457755574,,1st & 3rd Sat  10am-2pm,November-April,M/X/W/P,N,N,41.441816,N,-74.02609,Y,"(41.441816, -74.02609)"
Orange,Goshen Farmers' Market,Goshen Village Square on Main st,Main St and Church St,Goshen,NY,10924,Diana Lupinski,8452947741,http://www.goshennychamber.com,Friday  10am-5pm,May 18-October 26,P/M,Y,N,41.40219,N,-74.32408,Y,"(41.40219, -74.32408)"
Orange,Pine Bush Farmers' Market,62 Main St lot behind Crawford Cultural Center,New and Main Streets,Pine Bush,NY,12566,Douglas Drossell,8452170785,http://www.pinebushfarmersmarket.com,Saturday  9am-2pm,May 26-November 17,P/M,Y,N,41.60918,N,-74.3005,Y,"(41.60918, -74.3005)"
Orange,Warwick Valley Farmers' Market,South St. parking lot,South St and Bank St,Warwick,NY,10990,Penny Steyer,8459860043,http://www.warwickvalleyfarmersmarket.org,Sunday  9am-2pm,May 13-November 18,P/M,Y,Y,41.25656,Y,-74.35858,Y,"(41.25656, -74.35858)"
Orleans,Circle R Farm Market,13490 Roosevelt Highway  Waterport,13490 Roosevelt Highway,Waterport,NY,14571,Laurie Gregori,5856824435,,Daily  9am-8pm,May 23-October 30,P/M,Y,N,43.36049,N,-78.24848,Y,"(43.36049, -78.24848)"
Orleans,Lori's Market Basket Farm Stand,51 State St.  Holley,51 State Street,Holley,NY,14470,Lori Passarell,5853310708,,Daily  10am-6pm,May 1-November 30,P/M,Y,N,43.22135,N,-78.02329,Y,"(43.22135, -78.02329)"
Orleans,Navarras Farm Market and Greenhouses,3272 Eagle Harbor Road,3272 Eagle Harbor Road,Albion,NY,14411,Amanda Mrzyuka,5855917767,,"Mon-Sat 9am-8pm, Sunday 9am-5pm",April 30-December 31,P/M/X,Y,N,43.18941,N,-78.25422,Y,"(43.18941, -78.25422)"
Orleans,Watt Farms Country Market,3121 Oak Orchard Rd. Albion,3121 Oak Orchard Rd,Albion,NY,14411,Karen Watt,5855898000,http://www.wattfarms.com,"Daily  9am-9pm, hours change after Sept",April 15-December 24,P/M/X,Y,N,43.265158,N,-78.192266,Y,"(43.265158, -78.192266)"
Oswego,Fulton Farmers' Market,South First Street,South First Street,Fulton,NY,13069,Sara Broadwell,3153437681,,Saturday  8am-12pm,May 26-October 13,P/M,Y,Y,43.3111,N,-76.40499,Y,"(43.3111, -76.40499)"
Oswego,Oswego Farmers' Market,West 1st btwn Bridge & W. Oneida St.,West Bridge St and West 1st St,Oswego,NY,13126,Sara Broadwell,3153437681,http://facebook.com/oswegofarmmarket,Thursday  4:30pm-8pm,May 24-October 11,P/M,Y,Y,43.45656,N,-76.51127,Y,"(43.45656, -76.51127)"
Otsego,Morris Farmers' Market,"Guy Rathbon Park Main St., behind Firehouse",Main St and Church St,Morris,NY,13808,Paul Tourtellotte,6072635423,,Thursday  3pm-6pm,May 17-October 11,P/M,Y,N,42.54813,N,-75.24686,Y,"(42.54813, -75.24686)"
Otsego,Oneonta Farmers' Market,Muller Plaza 205 Main St. (Rt. 7),205 Main Street,Oneonta,NY,13820,Meg Kennedy,6072938128,http://www.oneontafarmersmarket.org,Saturday  9am-1pm,May 5-October 27,P/M,Y,N,42.45417,N,-75.06173,Y,"(42.45417, -75.06173)"
Putnam,Cold Spring Farmers' Market,Boscobel House & Gardens  1601 Rt 9D Garrison,1601 State Route 9D,Garrison,NY,10516,Zoe Markwalter,8452029733,http://www.csfarmmarket.org,Sat  8:30am-1:30pm,May 5-November 17,P/M,Y,Y,41.41403,Y,-73.93809,Y,"(41.41403, -73.93809)"
Putnam,Cold Spring WINTER Farmers' Market,"St. Mary's Church Parish Hall, 1 Chestnut Street",1 Chestnut St,Cold Spring,NY,10516,Zoe Markwalter,8452029733,http://www.csfarmmarket.org,Saturday  9:30am-1:30pm,November 24-April 27,M/X/W/P,N,Y,41.419897,N,-73.954688,Y,"(41.419897, -73.954688)"
Queens,Brooklyn Grange Farm Stand,37-18 Northern Blvd. (rooftop) Long Island City,37-18 Northern Blvd.,Long Island City,NY,11101,Stephanie Diaz,6466250318,http://www.brooklyngrange.com,Saturday  11am-4pm,May 19-October 28,P/M,Y,N,40.75201,N,-73.92583,Y,"(40.75201, -73.92583)"
Queens,Cunningham Park Farmers' Market,"Parking lot of Park northeast corner, Union Turnpike & 196 Place",196-10 Union Turnpike,Fresh Meadows,NY,11366,Emily Lee,9149234837,http://www.downtoearthmarkets.com,Sunday  9am-2pm,May 6-November 18,P/M,Y,Y,40.73088,N,-73.77467,Y,"(40.73088, -73.77467)"
Queens,Edgemere Farm Stand,385 Beach 45th St. Far Rockaway,385 Beach 45th Street,Queens,NY,11691,Mathew Sheehan,6466701655,http://www.edgemerefarm.org,Saturday  10am-2pm,May 12-November 24,P/M,Y,N,40.59536,N,-73.77654,Y,"(40.59536, -73.77654)"
Queens,Queens County Farm Museum Farm Stand,73-50 Little Neck Parkway Floral Park,73-50 Little Neck Parkway,Queens,NY,11004,Jennifer Griffith,7183473276,http://www.queensfarm.org,"Wed-Fri  11am-3pm, Sat/Sun  11am-4pm",May 16-November 4,P/M,Y,Y,40.74818,N,-73.72124,Y,"(40.74818, -73.72124)"
Rensselaer,Capital Roots Produce Project Farm Stand,261 8th Street Troy,261 8th Street,Troy,NY,12180,Nell Roberts,5182748685,http://www.capitalroots.org,Tuesday  4pm-6pm,May 1-October 30,P/M,Y,Y,42.73697,N,-73.68247,Y,"(42.73697, -73.68247)"
Rensselaer,Kristy's Barn Farm Stand,2385 Brookview Rd Castleton,2385 Brookview Road,Castleton,NY,12033,Kenneth Johnson,5183399402,http://www.kristysbarn.com,"Mon-Sat  9am-7pm, Sunday  10am-5pm",May 1-November 24,P/M,Y,N,42.56495,N,-73.70495,Y,"(42.56495, -73.70495)"
Rensselaer,Troy Waterfront Farmers' Market,282 River Street  Monument Square,282 River St,Troy,NY,12180,Liz Comitale,5187084216,http://www.troymarket.org,Saturday  9am-2pm,May 5-October 27,P/M,Y,Y,42.73214,Y,-73.6905,Y,"(42.73214, -73.6905)"
Rensselaer,Troy Waterfront WINTER Farmers' Market,"Uncle Sam Atrium, Downtown Troy, 49 4th Street",49 4th Street,Troy,NY,12180,Liz Comitale,5187084216,http://www.troymarket.org,Saturday  9am-2pm,November 3-April 27,M/X/W/P,Y,Y,42.73196,Y,-73.68893,Y,"(42.73196, -73.68893)"
Richmond,Staten Island Mall Greenmarket,Marsh Ave. and Ring Rd. Commuter Lot,2655 Richmond Ave,Staten Island,NY,10314,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,May 19-December 22,P/M/X,Y,Y,40.58199,N,-74.16607,Y,"(40.58199, -74.16607)"
Rockland,Clarkstown Farmers' Market,131 Germonds Rd. W. Nyack Traphagen Pk,131 Germonds Rd.,West Nyack,NY,10958,Elaine Apfelbaum,8456396200,,Saturday  9am-2pm,May 19-October 13,P/M,Y,N,41.11677,N,-73.9864,Y,"(41.11677, -73.9864)"
Rockland,Clarkstown Indoor WINTER Market,"6 Gilchrest Rd., Congers Community Center",6 Gilchrest Road,Congers,NY,10920,Elaine Apfelbaum,8456396200,,Saturday  10am-1pm,November 11-May 12,M/X/W/P,N,N,41.13742,N,-73.9401,Y,"(41.13742, -73.9401)"
Rockland,Haverstraw Farmers' Market,40 New Main St Haverstraw Village Hall,New Main St and Maple Ave,Haverstraw,NY,10927,Mariely Urena,8454290300,https://voh-ny.com/faq/,Sunday  9am-1pm,June 3-October 31,P/M,Y,N,41.19639,N,-73.96645,Y,"(41.19639, -73.96645)"
Rockland,Nyack Farmers' Market,Main St. Municipal Parking Lot,Main St and Franklin St,Nyack,NY,10960,Pam Moskowitz,8454943408,http://www.nyackchamber.org,Thursday  8am-2pm,April 5-November 29,P/M,Y,Y,41.09154,Y,-73.9216,Y,"(41.09154, -73.9216)"
Rockland,Piermont Farmers' Market,527 Piermont Ave. in M & T Bank lot,527 Piermont Ave,Piermont,NY,10968,Kate Cascone,9149234837,http://www.downtoearthmarkets.com,Sunday  9am-3pm,April 22-November 18,P/M,Y,Y,41.04136,Y,-73.91642,Y,"(41.04136, -73.91642)"
Saratoga,Saratoga Farmers' Market-Saturday,High Rock Park on High Rock Avenue,High Rock Ave and York Street,Saratoga Springs,NY,12866,Justine Denison,5186642510,http://www.saratogafarmersmarket.com,Saturday  9am-1pm,May 1-October 31,P/M,Y,Y,43.08552,Y,-73.78121,Y,"(43.08552, -73.78121)"
Saratoga,Saratoga Farmers' Market-Wednesday,High Rock Park on High Rock Avenue,High Rock Ave and York Street,Saratoga Springs,NY,12866,Justine Denison,5186642510,,Wednesday  3pm-6pm,May 1-October 31,P/M,N,Y,43.08552,Y,-73.78121,Y,"(43.08552, -73.78121)"
Saratoga,Saratoga WINTER Farmers' Market,Lincoln Baths bldg Saratoga Spa State Park,65 South Broadway,Saratoga,NY,12866,Justine Denison,5186642510,http://www.saratogafarmersmarket.org/saratoga-farmers-market/,Saturday  9am-1pm,November 3-April 27,M/X/W/P,Y,Y,43.06464,Y,-73.79044,Y,"(43.06464, -73.79044)"
Saratoga,The Farmer's Wagon Farm Stand,corner of Grooms & Moe Rd  Clifton Park,Grooms Road & Moe Road,Clifton Park,NY,12065,Kevin Bowman,5188583306,,Daily 9am-5pm,May 15-October 20,P/M,Y,N,42.84034,N,-73.79385,Y,"(42.84034, -73.79385)"
Schenectady,Schenectady City Hall Farmers' Market,105 Jay St. City Hall,Franklin St and Jay St,Schenectady,NY,12305,Steve Feeney,5183862225,http://www.schenectadycounty.com/farmersmarket,Thu  9:30am-1:30pm,May 3-November 1,P/M,Y,Y,42.81378,Y,-73.94032,Y,"(42.81378, -73.94032)"
Schenectady,Schenectady Greenmarket,105 Jay St. near City Hall,Franklin St and Jay St,Schenectady,NY,12305,Erika Baer,5189860318,http://www.schenectadygreenmarket.org,Sunday  10am-2pm,May 6-October 28,P/M,Y,Y,42.81372,Y,-73.94015,Y,"(42.81372, -73.94015)"
Schenectady,Schenectady WINTER Greenmarket,"Proctors Theater, 432 State St.",432 State St.,Schenectady,NY,12305,Erika Baer,5189860318,http://www.schenectadygreenmarket.org,Sunday  10am-2pm,November 4-April 28,M/X/W/P,Y,Y,42.812373,Y,-73.941802,Y,"(42.812373, -73.941802)"
Schoharie,Jefferson Farmers' Market,221 Cremery St. Jefferson,221 Cremery St.,Jefferson,NY,12093,Lisa Cerar,6318070071,https://www.facebook.com/Jefferson-NY-Farmers-Market-1982994021967209/,Saturday  9am-12pm,May 26-October 6,P/M,Y,Y,42.48069,N,-74.6133,Y,"(42.48069, -74.6133)"
Schoharie,Parsons Vegetable Farm Farm Stand,756 US Highway 20 Sharon Springs,756 US Highway 20,Sharon Springs,NY,13459,Kenyon Parsons,5182842330,,Daily  10am-6pm,May 20-December 24,P/M/X,Y,N,42.78332,N,-74.60004,Y,"(42.78332, -74.60004)"
Schoharie,Serenity Valley Farm Farm Stand,115 Staleyville Rd  Sharon Springs,115 Staleyville Road,Sharon Springs,NY,13459,Lora Newell,5182698460,,Daily  7am-9pm,April 1-November 15,P/M,Y,N,42.81095,N,-74.59711,Y,"(42.81095, -74.59711)"
Schoharie,The Carrot Barn,"Schoharie Valley Farms, 5605 State Route 30",5605 State Route 30,Schoharie,NY,12157,Shirley Ball,5182957139,http://www.schoharievalleyfarms.com/,Daily 9am-6pm,March 1-December 24,W/P/M/X,Y,N,42.68477,N,-74.29692,Y,"(42.68477, -74.29692)"
Schuyler,Montour Falls Farmers' Market,300 West Main Street  Montour Falls,300 West Main Street,Montour Falls,NY,14685,Roxanne Leyes,6075357489,,Thursday  4pm-7pm,May 3-October 4,P/M,Y,Y,42.34629,Y,-76.84783,Y,"(42.34629, -76.84783)"
Schuyler,Watkins Glen Farmers' Market,Lafayette Park,Fifth St and Porter St,Watkins Glen,NY,14891,Jylle Benson-Gauss,6075462351,,Friday  3pm-7pm,May 25-October 26,P/M,Y,N,42.38096,N,-76.86954,Y,"(42.38096, -76.86954)"
St. Lawrence,Canton Farmers' Market,Village Green Park  Main St.,Main St and Park St,Canton,NY,13617,Sherry Long,9032352197,http://www.cantonnychamber.org,Tue/Fri  9am-2pm,May 11-October 30,P/M,Y,Y,44.59564,N,-75.16921,Y,"(44.59564, -75.16921)"
St. Lawrence,Circle G Farm Farm Stand,705 CR 7 at Turner Rd Hammond,705 County Route 7,Hammond,NY,13646,George & MaryEllen Blatchley,3155784003,,Sunday 1pm-4pm,May 13-October 14,P/M,Y,N,44.47353,N,-75.55463,Y,"(44.47353, -75.55463)"
St. Lawrence,Martin's Farm Stand,11 Needham Rd. Potsdam,11 Needham Rd.,Potsdam,NY,13676,Daniel Martin,3152651246,http://www.martinsfarmstand.com,Mon-Sat  10am-6pm,May 7-November 22,P/M,Y,Y,44.67107,N,-74.90401,Y,"(44.67107, -74.90401)"
St. Lawrence,Potsdam Main Street Farmers' Market,Main St. near Ives Park adjacent to Clarkson Inn,Main St and Union St,Potsdam,NY,13676,Jennifer McAvoy,3155282454,http://www.facebook.com/thepotsdamfarmersmarket,Saturday  9am-2pm,May 12-October 27,P/M,Y,Y,44.66865,N,-74.98493,Y,"(44.66865, -74.98493)"
St. Lawrence,Whitten Family Farm Stand,1101 Cty 49 Winthrop,1101 County Road 49,Winthrop,NY,13697,Cherie Whitten,3153285559,http://www.whittenfamilyfarm.com,"Monday  10am-7pm, Tuesday  10am-1pm",June 4-October 2,P/M,Y,N,44.75203,N,-74.752,Y,"(44.75203, -74.752)"
Steuben,Bath Saturday Farmers' Market,Pulteney Park Steuben St.,Steuben St and Liberty St,Bath,NY,14810,Phillip Glosick,6077763577,,Saturday  9am-2pm,May 5-October 27,P/M,Y,N,42.33353,N,-77.31842,Y,"(42.33353, -77.31842)"
Steuben,Bath Wednesday Farmers' Market,Pulteney Square Park Steuben St.,Steuben St and Liberty St,Bath,NY,14810,David Clarke,6073294159,https://www.facebook.com/bathnyfarmersmarket/,Wednesday  9am-3pm,May 9-October 31,P/M,Y,Y,42.33353,N,-77.31842,Y,"(42.33353, -77.31842)"
Steuben,Dave's Produce Farm Stand,6719 State Route 415 S Bath,6719 State Route 415 South,Bath,NY,14810,David Hyer,6077947043,,"Daily  9am-6pm, Nov-Dec  10am-5pm",April 20-December 24,P/M/X,Y,N,42.32583,N,-77.29073,Y,"(42.32583, -77.29073)"
Steuben,Painted Post Farmers' Market,277 Steuben Street,277 Steuben Street,Painted Post,NY,14870,Cathy Halm,6075278730,http://www.facebook.com/paintedpostfarmersmarket,Saturday  10am-2pm,May 19-October 27,P/M,Y,N,42.16134,N,-77.0919,Y,"(42.16134, -77.0919)"
Steuben,Painted Post WINTER Market,225 Steuben Street,227 Steuben Street,Painted Post,NY,14870,Cathy Halm,6075278730,http://www.facebook.com/paintedpostfarmersmarket,Alt Sat  11am-3pm,November 3-March 16,M/X/W/P,Y,N,42.16067,N,-77.09283,Y,"(42.16067, -77.09283)"
Suffolk,East Hampton Farmers' Market,Nick & Toni's lot 136 N. Main St.,136 North Main St,East Hampton,NY,11937,Katherine Plumb,6317259133,https://www.facebook.com/East-Hampton-Farmers-Market-177816025660504/,Friday  9am-1pm,May 18-September 7,P/M,Y,Y,40.97017,Y,-72.18133,Y,"(40.97017, -72.18133)"
Suffolk,Fink's Country Farm Stand,6242 Middle Country Rd.  Manorville,6242 Middle Country Rd.,Manorville,NY,11949,Michelle A. Fink,6318862272,http://www.finksfarm.com/Farm-Stand-Long-Island.html,"Mon-Fri  9am-6pm, Sat/Sun  8am-6pm",May 1-Dec 25,P/M/X,Y,N,40.91269,N,-72.83796,Y,"(40.91269, -72.83796)"
Suffolk,Hampton Bays Farmers' Market,165 Ponquogue Ave. St. Mary's Church,165 Ponquogue Ave,Hampton Bays,NY,11946,Paula Godfrey,6317456160,http://www.stmaryshb.org,Saturday  9am-1pm,May 26-September 1,P/M,Y,N,40.8593,N,-72.51301,Y,"(40.8593, -72.51301)"
Suffolk,HOG Farm Stand-Brookhaven,319 Beaver Dam Rd. Brookhaven,319 Beaver Dam Rd.,Brookhaven,NY,11719,Lauren Napoli,6317902561,http://hamletorganicgarden.org,Saturday 9am-1pm,May-November,P/M,Y,N,40.77329,N,-72.90525,Y,"(40.77329, -72.90525)"
Suffolk,Rocky Point Farmers & Artisan Market,Old Depot Park Prince & Broadway,115 Prince Road,Rocky Point,NY,11778,Virginia Heslin,6317445787,http://www.rockypointfarmersmarket.org;www.rockypointfarmersmarket.wordpress.com,Sunday  8am-1pm,May 27-November 18,P/M,Y,N,40.94927,N,-72.92391,Y,"(40.94927, -72.92391)"
Suffolk,Schneider's Farm Stand,316 Old Country Rd.  Melville,316 Old Country Road,Melville,NY,11747,Mary Schneider,6316735844,http://www.schneidersfarmmelville.com,Daily  9am-6pm,April 26-December 24,P/M/X,Y,N,40.80186,N,-73.39911,Y,"(40.80186, -73.39911)"
Sullivan,Barryville Farmers' Market,"3385 Route 97  Barryville, behind river market",3385 Route 97,Barryville,NY,12719,Greg Swartz,5709820050,http://www.barryvillefarmersmarket.com,Saturday  10am-1pm,May 19-October 27,P/M,Y,N,41.47819,N,-74.91367,Y,"(41.47819, -74.91367)"
Sullivan,Callicoon Farmers' Market,Callicoon Creek Park  A Dorrer Drive,A Dorrer Drive,Callicoon,NY,12723,Scott Goodman,8459328492,http://www.callicoonfarmersmarket.org,Sunday  11am-2pm,May 6-November 11,P/M,Y,N,41.76559,N,-75.05797,Y,"(41.76559, -75.05797)"
Sullivan,Callicoon WINTER Farmers' Market,"Delaware Youth Center, 8 Creamery Road Callicoon",8 Creamery Road,Callicoon,NY,12723,Scott Goodman,8459328492,http://callicoonfarmersmarket.org/,Sunday  11am-2pm,November 4-April 28,M/X/W/P,N,Y,41.76418,N,-75.05712,Y,"(41.76418, -75.05712)"
Sullivan,Kauneonga Lake Farmers' Market,"Kauneonga Lake Fireman's Pavilion , 3594 State Route 55",3594 State Route 55,Kauneonga Lake,NY,12749,Scott Goodman,8459328492,http://www.kauneongalakefarmersmarket.org,Saturday  10am-1pm,May 26-October 6,P/M,Y,N,41.68587,N,-74.83132,Y,"(41.68587, -74.83132)"
Sullivan,Narrowsburg Farmers' Market,7 Erie St.  The Narrowsburg Union,7 Erie Street,Narrowsburg,NY,12764,Scott Goodman,8459328492,http://www.narrowsburgfarmersmarket.org,Saturday  11am-2pm,May 26-October 6,P/M,Y,N,41.6076,N,-75.05881,Y,"(41.6076, -75.05881)"
