County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,Latitude,FCC Issued,Longitude,FCC Accepted,Location Points
Montgomery,Haven of Hope Farm Stand,19 Cemetery St. Fonda,19 Cemetary Street,Fonda,NY,12068,Pat Brooking,5187701390,http://www.havenofhopefarm.org,"Mon-Fri 10am-4pm, Saturday  9am-4pm",March 1-December 24,W/P/M/X,Y,Y,42.95627,N,-74.36841,Y,"(42.95627, -74.36841)"
New York,79th Street Greenmarket,Columbus Ave. btwn W 77th & W 81st Sts.,West 79th St and Columbus Ave,New York,NY,10024,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/manhattan/79th-street,Sunday  9am-5pm,Year-round,YR,Y,Y,40.78195,N,-73.97548,Y,"(40.78195, -73.97548)"
New York,82nd Street Saint Stephen's Greenmarket,E 82nd St.  btwn 1st & York Aves.,408 East 82nd Street,New York,NY,10128,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/manhattan/82nd-street,Saturday  9am-2:30pm,Year-round,YR,Y,Y,40.77394,N,-73.9506,Y,"(40.77394, -73.9506)"
New York,97th Street Greenmarket,97th St. btwn Amsterdam & Columbus Aves.,West 97th St and Columbus Ave,New York,NY,10025,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/manhattan/west-97,Friday  8am-2pm,Year-round,YR,Y,Y,40.79356,N,-73.96701,Y,"(40.79356, -73.96701)"
New York,Abingdon Square Greenmarket,W 12th St. and Hudson St.,Hudson St and W 12 St,New York,NY,10014,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/manhattan/abingdon-square,Saturday  8am-2pm,Year-round,YR,Y,Y,40.73755,N,-74.00568,Y,"(40.73755, -74.00568)"
New York,Bowling Green Thursday Greenmarket,Broadway at Battery Place,Battery Place and Broadway,New York,NY,10004,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,Year-round,YR,Y,Y,40.70445,N,-74.01423,Y,"(40.70445, -74.01423)"
New York,Bowling Green Tuesday Greenmarket,Broadway at Battery Place,Battery Place and Broadway,New York,NY,10004,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/manhattan/bowling-green-tu,Tuesday  8am-5pm,Year-round,YR,Y,Y,40.70462,N,-74.01422,Y,"(40.70462, -74.01422)"
New York,Chelsea Farmers' Market,383 W 23rd St. btw 8th & 9th Aves.,383 W 23rd Street,New York,NY,10011,Emily Lee,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-4pm,May 5-December 15,P/M/X,Y,Y,40.74633,N,-74.00081,Y,"(40.74633, -74.00081)"
New York,City Hall Park Fri Greenmarket,Broadway btwn Chambers & Warren Sts.,Broadway and Chambers St,New York,NY,10007,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket,Friday  8am-4pm,Year-round,YR,Y,Y,40.71419,N,-74.0063,Y,"(40.71419, -74.0063)"
New York,City Hall Park Tue Greenmarket,Broadway btwn Chambers & Warren Sts.,Broadway and Chambers St,New York,NY,10007,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket,Tuesday  8am-4pm,Year-round,YR,Y,Y,40.71416,N,-74.00628,Y,"(40.71416, -74.00628)"
New York,Columbia Sun Greenmarket,Broadway btwn W 114th &  W 115th Sts.,Broadway and West 115th St,New York,NY,10027,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket,Sunday  8am-5pm,Year-round,YR,Y,Y,40.8073,N,-73.9643,Y,"(40.8073, -73.9643)"
New York,Columbia Thu Greenmarket,Broadway btwn W 114th &  W 115th Sts.,Broadway and West 115th St,New York,NY,10027,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/manhattan/columbia-th,Thursday  8am-5pm,Year-round,YR,Y,Y,40.80731,N,-73.9643,Y,"(40.80731, -73.9643)"
New York,Dag Hammarskjold Plaza Greenmarket,E 47th St. btwn 1st & 2nd Aves.,East 47th St and Second Ave,New York,NY,10017,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/manhattan/dag-hammarskjold,Wednesday  8am-4pm,Year-round,YR,Y,Y,40.75298,N,-73.96989,Y,"(40.75298, -73.96989)"
New York,Harvest Home Harlem Hospital Farmers' Market,"506 Lenox Ave. , Btwn W 135th & W 137th Sts.",137th Street and Lennox Avenue,New York,NY,10037,Maritza Owens,2128283361,http://www.harvesthomefm.org,"June-Nov Friday  8am-4pm, Dec-May Friday  9am-3pm",Year-round,YR,Y,Y,40.81539,N,-73.93985,Y,"(40.81539, -73.93985)"
New York,Inwood Greenmarket,"Isham St., Isham Park, btwn Seaman Ave. & Cooper St.",Isham St and Seaman St,New York,NY,10034,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/manhattan/inwood,Saturday  8am-3pm,Year-round,YR,Y,Y,40.86988,N,-73.9209,Y,"(40.86988, -73.9209)"
New York,Lower East Side Youthmarket,Grand Ave. btwn Pitt & Willett Sts.,Grand St and Pitt St,New York,NY,10002,Kori Petrovic,2127887900,http://www.grownyc.org/youthmarket,Thursday  8am-3pm,June 7-December 20,M/X,Y,Y,40.71523,N,-73.9843,Y,"(40.71523, -73.9843)"
New York,Morningside Park Farmers' Market,W 110th St. & Manhattan Ave.,West 110th St and Manhattan Ave,New York,NY,10025,Emily Lee,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-4pm,Year-round,YR,Y,Y,40.80116,N,-73.95965,Y,"(40.80116, -73.95965)"
New York,Stuyvesant Town Greenmarket,14th St. Loop & Ave A South end of oval,1 Stuyvesant Oval,New York,NY,10009,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket,Sun  9:30am-4:30pm,May 20-December 23,P/M/X,Y,Y,40.73146,N,-73.97875,Y,"(40.73146, -73.97875)"
New York,Tompkins Square Greenmarket,Tompkins Square Park E 7 St. at Ave A,Avenue A and East 7th St,New York,NY,10009,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/manhattan/tompkins-square,Sunday  9am-6pm,Year-round,YR,Y,Y,40.72602,N,-73.98353,Y,"(40.72602, -73.98353)"
New York,Tribeca Greenmarket Saturday,Greenwich St. btwn Chambers & Duane Sts,Greenwich St and Chambers St,New York,NY,10023,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/manhattan/tribeca-sa,Saturday  8am-3pm,Year-round,YR,Y,Y,40.7163,N,-74.01097,Y,"(40.7163, -74.01097)"
New York,Tucker Square Saturday Greenmarket,Columbus Ave btwn W 65th & W 66th Sts.,Columbus and West 66th St,New York,NY,10023,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/manhattan/tuckerthursday,Saturday  8am-5pm,Year-round,YR,Y,Y,40.77361,N,-73.98158,Y,"(40.77361, -73.98158)"
New York,Tucker Square Thursday Greenmarket,Columbus Ave btwn W 65th & W 66th Sts.,Columbus and West 66th St,New York,NY,10023,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,Year-round,YR,Y,Y,40.77362,N,-73.98156,Y,"(40.77362, -73.98156)"
New York,Union Square Friday Greenmarket,E. 17th St. & Broadway NW side of Park,Broadway and East 17th St,New York,NY,10003,Pam Knepper,2127887900,https://www.grownyc.org/greenmarket,Friday  8am-6pm,Year-round,YR,Y,Y,40.73701,N,-73.99025,Y,"(40.73701, -73.99025)"
New York,Union Square Monday Greenmarket,E. 17th St. & Broadway NW side of Park,Broadway and East 17th St,New York,NY,10003,Pam Knepper,2127887900,https://www.grownyc.org/greenmarket/manhattan-union-square-w,Monday  8am-6pm,Year-round,YR,Y,Y,40.73712,N,-73.99029,Y,"(40.73712, -73.99029)"
New York,Union Square Saturday Greenmarket,E. 17th St. & Broadway NW side of Park,Broadway and East 17th St,New York,NY,10003,Pam Knepper,2127887900,https://www.grownyc.org/greenmarket,Saturday  8am-6pm,Year-round,YR,Y,Y,40.7371,N,-73.99032,Y,"(40.7371, -73.99032)"
New York,Union Square Wednesday Greenmarket,E. 17th St. & Broadway NW side of Park,Broadway and East 17th St,New York,NY,10003,Pam Knepper,2127887900,https://www.grownyc.org/greenmarket,Wednesday  8am-6pm,Year-round,YR,Y,Y,40.7371,N,-73.99032,Y,"(40.7371, -73.99032)"
New York,Water Street at Coenties Greenmarket,Coenties Slip btw Pearl & Water Sts.,Water Street and Coenties Slip,New York,NY,10004,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket,Thursday  8am-6pm,June 7-December 20,M/X,Y,Y,40.7034,N,-74.01046,Y,"(40.7034, -74.01046)"
Niagara,Lockport Community WINTER Farmers' Market,210 Walnut St.,210 Walnut Street,Lockport,NY,14094,Jessica Dittly,7164340212,http://www.lockportcommunitymarket.com,1st &3rd Saturday  10am-2pm,November 3-May 18,M/X/W/P,Y,Y,43.16982,Y,-78.68755,Y,"(43.16982, -78.68755)"
Niagara,Niagara Falls City Market,19th St. & Pine Ave.,1800-1808 Pine Ave,Niagara Falls,NY,14301,Victor Muto,7167540798,http://www.local-farmers-markets.com/market/3569/niagara-falls/niagara-falls-city-market,Mon/Wed/Fri  9am-4pm,Year-round,YR,Y,N,43.09513,N,-79.03972,Y,"(43.09513, -79.03972)"
Niagara,North Tonawanda City Sat Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Dale Rogers,7166958555,http://www.northtonawanda.org/Departments/City%20Market.htm,Saturday  7am-1pm,Year-round,YR,Y,Y,43.03377,Y,-78.87021,Y,"(43.03377, -78.87021)"
Niagara,North Tonawanda City Thurs Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Dale Rogers,7166958555,http://www.northtonawanda.org/Departments/City%20Market.htm,Thursday  7am-1pm,Year-round,YR,Y,Y,43.03377,Y,-78.87021,Y,"(43.03377, -78.87021)"
Niagara,North Tonawanda City Tue Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Dale Rogers,7166958555,http://www.northtonawanda.org/Departments/City%20Market.htm,Tuesday  7am-1pm,Year-round,YR,Y,Y,43.03377,Y,-78.87021,Y,"(43.03377, -78.87021)"
Niagara,Prudom Farms Farm Stand,2570 Carmen Rd. Middleport,2575 Carmen Road,Middleport,NY,14105,Lynne McAvoy,7165149645,http://www.prudomfarms.com,Daily  10am-dusk,March-December,W/P/M/X,Y,Y,43.28347,N,-78.48892,Y,"(43.28347, -78.48892)"
Niagara,Schwab Farm Stand,9035 Rochester Rd Gasport,9035 Rochester Rd,Gasport,NY,14067,Sharon Brent,7165600853,http://www.schwabsfarm.com,"Mon-Fri  8am-7pm, Saturday  8am-6pm, Sunday  9am-5pm",Year-round,YR,Y,Y,43.20425,N,-78.52308,Y,"(43.20425, -78.52308)"
Oneida,Oneida County WINTER Public Market,"Inside Main Lobby Union Station, 321 Main Street Downtown Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639,http://www.oneidacountymarket.com,Alt Saturdays  9am-1pm,November 11-April 28,M/X/W/P,Y,Y,43.10393,Y,-75.2239,Y,"(43.10393, -75.2239)"
Oneida,Wagner Farms Farm Stand,5841 Old Oneida Rd. Rome,5841 Old Oneida Rd,Rome,NY,13440,Ronald Wagner,3153395182,http://wagnerfarmsny.com/,Daily  9am-6pm,Year-round,YR,Y,Y,43.1805,N,-75.50086,Y,"(43.1805, -75.50086)"
Oneida,Whitesboro WINTER Farmers' Market,Dunham Public Library 76 Main St.,76 Main St.,Whitesboro,NY,13492,Susan Hansen,3157369734,,1st and 3rd Mon  3pm-7pm,October 17-April 17,M/X/W/P,N,N,43.121106,N,-75.289193,Y,"(43.121106, -75.289193)"
Oneida,Wormont Woolies Farm Stand,8998 Summit Rd.  Cassville,8998 Summit Rd.,Cassville,NY,13318,Katherine Warden,3157255716,,Sun-Fri  11am-5pm,Year-round,YR,Y,N,42.95876,N,-75.29667,Y,"(42.95876, -75.29667)"
Onondaga,Baltimore Woods WINTER Farmers' Market,"Baltimore Woods Nature Center, 4007 Bishop Hill Road",4007 Bishop Hill Road,Marcellus,NY,13108,Sue Jones,3156731350,https://www.facebook.com/winterfarmersmarketatbaltimorewoods/,2nd Saturday  10am-1pm,November-April,M/X/W/P,N,N,42.964885,N,-76.344609,Y,"(42.964885, -76.344609)"
Onondaga,Brownson Family Farm Farm Stand,8149 Bridgeport Kirkville Rd. Kirkville,8149 Bridgeport Kirkville Rd,Kirkville,NY,13082,James A Brownson,3156562025,http://www.brownsonfamilyfarm.com,Daily  9am-6pm,April 1-December 31,P/M/X,Y,N,43.11657,N,-75.95328,Y,"(43.11657, -75.95328)"
Onondaga,Central NY Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Amanda Vitale,3154228647,http://www.cnyrma.com,"Thu/Sat/Sun  7am-2pm, No Thu Market in Winter",Year-round,YR,Y,Y,43.07269,Y,-76.16835,Y,"(43.07269, -76.16835)"
Onondaga,Gillie Brook Farm Stand,6147 Gillie Brook Rd.  Memphis,6147 Gillie Brook Road,Memphis,NY,13112,Robert Nogash,3156723706,http://www.gilliefarms.com,"Sat  12pm-3pm, Sun  11am-3pm, Wed  8am-3pm (summer only)",May-January,P/M/X/W,Y,Y,43.07172,N,-76.35375,Y,"(43.07172, -76.35375)"
Onondaga,Syracuse Farm Fresh Mobile Market,"Contact market for locations & times, 315-345-0600",500 West Newell Street,Syracuse,NY,13205,Diane Turner,3153450600,https://ssinterfaithcdc.org/projects/farm-fresh-mobile-market/,Mon-Fri,Year-round,YR,Y,Y,43.016878,Y,-76.153714,Y,"(43.016878, -76.153714)"
Ontario,Canandaigua WINTER Farmers' Market,"Antis St. Parkling lot, Behind Byrne Dairy",Antis St.,Canandaigua,NY,14424,Rich Riedman,5853946597,,"Every other Sat  , 10am-11am",November 3-May 25,M/X/W/P,N,N,42.88362,N,-77.2801,Y,"(42.88362, -77.2801)"
Orange,Cornwall WINTER Farmers' Market,Cornwall Senior Center 40 Munger Dr,395 Hudson St. (address for library-ctr is behind library),Cornwall,NY,12518,Carrie Sabins,8457755574,,1st & 3rd Sat  10am-2pm,November-April,M/X/W/P,N,N,41.441816,N,-74.02609,Y,"(41.441816, -74.02609)"
Orange,Kirby Farm Hemlock Grove Farm Stand,25 Kinne Lane Middletown,25 Kinne Lane,Middletown,NY,10940,Charles F. Kirby,8453552718,,Sat/Sun 8am-6pm,Year-round,YR,Y,N,41.40479,N,-74.50332,Y,"(41.40479, -74.50332)"
Orange,Soons Orchards Farm Stand,23 Soons Circle  New Hampton,23 Soons Circle,New Hampton,NY,10958,Sharon Soons,8453745471,http://www.soonsorchards.com,"Daily  9am-6pm, Closed for June",Year-round,YR,Y,N,41.40258,N,-74.40356,Y,"(41.40258, -74.40356)"
Orleans,Canal Village Farmers' Market,127 W Center St. Medina,127 W Center St.,Medina,NY,14103,Gail Miller,5857983904,http://www.facebook.com/Canal-Village-Farmers-Market-1628793180740256,"Jun-Oct  Sat  8am-1pm, Nov-May Sat  9am-1pm",Year-round,YR,Y,N,43.220217,N,-78.38851,Y,"(43.220217, -78.38851)"
Orleans,Navarras Farm Market and Greenhouses,3272 Eagle Harbor Road,3272 Eagle Harbor Road,Albion,NY,14411,Amanda Mrzyuka,5855917767,,"Mon-Sat 9am-8pm, Sunday 9am-5pm",April 30-December 31,P/M/X,Y,N,43.18941,N,-78.25422,Y,"(43.18941, -78.25422)"
Orleans,Roberts Farm Market,11170 Maple Ridge Rd. Medina,11170 Maple Ridge Rd.,Medina,NY,14103,Margaret Roberts,7165601200,http://www.robertsfarmmarket.com,"Apr-Dec M-Sa 9am-6pm, January-March: , Tue 9am-4pm, Fri/Sat 9am-5pm",Year-round,YR,Y,N,43.20679,N,-78.40098,Y,"(43.20679, -78.40098)"
Orleans,Watt Farms Country Market,3121 Oak Orchard Rd. Albion,3121 Oak Orchard Rd,Albion,NY,14411,Karen Watt,5855898000,http://www.wattfarms.com,"Daily  9am-9pm, hours change after Sept",April 15-December 24,P/M/X,Y,N,43.265158,N,-78.192266,Y,"(43.265158, -78.192266)"
Oswego,Godfrey's Last Stand Farm Stand,1232 State Route 264 Phoenix,1232 State Route 264,Phoenix,NY,13135,Roberta Godfrey,3155937291,https://www.facebook.com/pg/Godfreys-Last-Stand-146264062067804/about/,"Mon-Fri  9am-7pm, Sat/Sun  9am-6pm, Jan-Apr Th-Su 12-4pm",Year-round,YR,Y,Y,43.31155,N,-76.29001,Y,"(43.31155, -76.29001)"
Otsego,Cooperstown Saturday Farmers' Market,101 Main St. in Pioneer Alley near Keybank,101 Main St,Cooperstown,NY,13326,Shannon Kirch,6075476195,http://www.cooperstownfarmersmarket.org,"Saturday 9am-2pm, Opens 10am Jan-Apr",Year-round,YR,Y,Y,42.70001,Y,-74.92526,Y,"(42.70001, -74.92526)"
Otsego,Oneonta WINTER Farmers' Market,"Main St. Garage Walkway, near Latte Lounge, 196 Main St.",196 Main Street,Oneonta,NY,13820,Betty Lee,6072671807,http://www.oneontafarmersmarket.com,Saturday  9am-1pm,Nov 3-Dec 29,X/W,Y,N,42.45397,N,-75.06188,Y,"(42.45397, -75.06188)"
Putnam,Cold Spring WINTER Farmers' Market,"St. Mary's Church Parish Hall, 1 Chestnut Street",1 Chestnut St,Cold Spring,NY,10516,Zoe Markwalter,8452029733,http://www.csfarmmarket.org,Saturday  9:30am-1:30pm,November 24-April 27,M/X/W/P,N,Y,41.419897,N,-73.954688,Y,"(41.419897, -73.954688)"
Putnam,Hudson Valley Regional Farmers' Market,15 Mt Ebo Rd South Brewster,15 Mt Ebo Drive,Brewster,NY,10509,Melissa Kamin,8458789078,,Sunday  10am-2pm,Year-round,YR,Y,N,41.43416,N,-73.57263,Y,"(41.43416, -73.57263)"
Putnam,Town of Southeast Farm Stand,997 State Route 22  Brewster,997 State Route 22,Brewster,NY,10509,Gary Glowaczewski,8459817200,http://www.rgproduceocg.com,Saturday  8am-3pm,June 2-December 1,M/X,Y,N,41.39784,N,-73.60218,Y,"(41.39784, -73.60218)"
Queens,Forest Hills Greenmarket,Queens Blvd. at 70th Ave. near Post Office,106-28 Queens Blvd.,Queens,NY,11375,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/queens/forest-hills,Sunday  8am-2pm,Year-round,YR,Y,Y,40.72193,N,-73.84676,Y,"(40.72193, -73.84676)"
Queens,Jackson Heights Greenmarket,79th St. btw 34th Ave. & Northern Blvd.,78-99 34th Ave,jackson heights,NY,11372,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/queens/jackson-heights,Sunday  8am-2pm,Year-round,YR,Y,Y,40.7535,N,-73.88791,Y,"(40.7535, -73.88791)"
Queens,Sunnyside Greenmarket,Skillman Ave. btwn 42 & 43rd Sts.,Skillman Ave and 42nd St,Sunnyside,NY,11104,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/queens/sunnyside,Saturday  8am-2pm,Year-round,YR,Y,Y,40.74694,N,-73.92139,Y,"(40.74694, -73.92139)"
Rensselaer,Capital Roots Produce Market,594 River Street Troy,594 River Street,Troy,NY,12180,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon-Fri  9am-4:30pm,Year-round,YR,Y,Y,42.74208,N,-73.68525,Y,"(42.74208, -73.68525)"
Rensselaer,Troy Waterfront WINTER Farmers' Market,"Uncle Sam Atrium, Downtown Troy, 49 4th Street",49 4th Street,Troy,NY,12180,Liz Comitale,5187084216,http://www.troymarket.org,Saturday  9am-2pm,November 3-April 27,M/X/W/P,Y,Y,42.73196,Y,-73.68893,Y,"(42.73196, -73.68893)"
Rensselaer,Veggie Mobile Sprout-Barker Park,Corner 3rd & State St. Troy,3rd and State St.,Troy,NY,12180,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 11:30am-12pm,Year-round,YR,Y,Y,42.73006,Y,-73.69055,Y,"(42.73006, -73.69055)"
Rensselaer,Veggie Mobile Sprout-Blooming Grove Sr Housing,105 Bloomingrove Dr. Troy,105 Bloomingrove Drive,Troy,NY,12180,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 12:30pm-1pm,Year-round,YR,Y,Y,42.6878,Y,-73.68189,Y,"(42.6878, -73.68189)"
Rensselaer,Veggie Mobile Sprout-Burns Apts,720 Federal St. Troy,720 Federal Street,Troy,NY,12180,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu  12:30pm-1:15pm,Year-round,YR,Y,Y,42.733148,Y,-73.684555,Y,"(42.733148, -73.684555)"
Rensselaer,Veggie Mobile Sprout-Church of the Redeemer,1249 3rd Street Rensselaer,1249 3rd Street,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 3pm-3:45pm,Year-round,YR,Y,Y,42.65038,Y,-73.73443,Y,"(42.65038, -73.73443)"
Rensselaer,Veggie Mobile Sprout-Edward A. Kane Apts,115th Street & 2nd Ave Troy,5 115th Street,Troy,NY,12182,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 11am-11:30am,Year-round,YR,Y,Y,42.7748,Y,-73.67761,Y,"(42.7748, -73.67761)"
Rensselaer,Veggie Mobile Sprout-Lansingburgh Apts,41 114th Street Troy,41 114th Street,Troy,NY,12182,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 2:30pm-3:15pm,Year-round,YR,Y,Y,42.77223,Y,-73.67258,Y,"(42.77223, -73.67258)"
Rensselaer,Veggie Mobile Sprout-Mayor John Warden Apts,85 Aiken Ave Rensselaer,85 Aiken Ave,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 2:15pm-3pm,Year-round,YR,Y,Y,42.63326,Y,-73.73991,Y,"(42.63326, -73.73991)"
Rensselaer,Veggie Mobile Sprout-O'Neil Apts,2121 6th Ave. Troy,2121 6th Ave.,Troy,NY,12180,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 3:30-4:15pm,Year-round,YR,Y,Y,42.73436,Y,-73.68587,Y,"(42.73436, -73.68587)"
Rensselaer,Veggie Mobile Sprout-Patroons  Dorp Apts,Fowler Ave. & First St. Rensselaer,fowler ave and first street,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 3:15pm-4pm,Year-round,YR,Y,Y,42.65482,Y,-73.73432,Y,"(42.65482, -73.73432)"
Rensselaer,Veggie Mobile Sprout-Public Library Sr. Ctr,1501 Broadway Watervliet,1501 Broadway,Watervliet,NY,12189,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 2pm-2:45pm,Year-round,YR,Y,Y,42.72629,Y,-73.70008,Y,"(42.72629, -73.70008)"
Rensselaer,Veggie Mobile-Kennedy Towers Apts,2100 6th Ave. Troy,2100 6th Avenue,Troy,NY,12180,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 2:45pm-3:45pm,Year-round,YR,Y,Y,42.73495,Y,-73.68493,Y,"(42.73495, -73.68493)"
Rensselaer,Veggie Mobile-Renwyck Place,18 4th Ave. Rensselaer,18 4th Ave,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 11:30am-12pm,Year-round,YR,Y,Y,42.63925,N,-73.73936,Y,"(42.63925, -73.73936)"
Rensselaer,Veggie Mobile-Van Rensselaer Heights,460 Forbes Ave. Rensselaer,460 Forbes Avenue,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 10:45am-11:15am,Year-round,YR,Y,Y,42.65953,Y,-73.73008,Y,"(42.65953, -73.73008)"
Richmond,Saint George Greenmarket,St. Mark's Place & Hyatt St.,St Marks Pl and Hyatt St,Staten Island,NY,10301,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket/staten-island/saint-george,Saturday  8am-2pm,Year-round,YR,Y,Y,40.64159,N,-74.07791,Y,"(40.64159, -74.07791)"
Richmond,Staten Island Mall Greenmarket,Marsh Ave. and Ring Rd. Commuter Lot,2655 Richmond Ave,Staten Island,NY,10314,Pam Knepper,2127887900,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,May 19-December 22,P/M/X,Y,Y,40.58199,N,-74.16607,Y,"(40.58199, -74.16607)"
Rockland,Clarkstown Indoor WINTER Market,"6 Gilchrest Rd., Congers Community Center",6 Gilchrest Road,Congers,NY,10920,Elaine Apfelbaum,8456396200,,Saturday  10am-1pm,November 11-May 12,M/X/W/P,N,N,41.13742,N,-73.9401,Y,"(41.13742, -73.9401)"
Rockland,Nyack WINTER Farmers' Market,Nyack Center 56 Depew Ave. Inside,"56 Depew Ave, NY",Nyack,NY,10960,Pam Moskowitz,8454943408,http://www.nyackchamber.org,Thursday  8am-2pm,December 6-March 28,X/W,N,Y,41.089496,N,-73.919311,Y,"(41.089496, -73.919311)"
Saratoga,Saratoga WINTER Farmers' Market,Lincoln Baths bldg Saratoga Spa State Park,65 South Broadway,Saratoga,NY,12866,Justine Denison,5186642510,http://www.saratogafarmersmarket.org/saratoga-farmers-market/,Saturday  9am-1pm,November 3-April 27,M/X/W/P,Y,Y,43.06464,Y,-73.79044,Y,"(43.06464, -73.79044)"
Saratoga,Spa City Sunday Farmers' Market,"65 S Broadway Saratoga Spa St Pk, Lincoln Bath House Building",65 South Broadway,Saratoga Springs,NY,12866,Michael Greenslade,5185842000,http://www.spacityfarmersmarket.com,Sundays  10am-2pm,Year-round,YR,Y,N,43.06474,N,-73.78876,Y,"(43.06474, -73.78876)"
Saratoga,Veggie Mobile Sprout - John S. Moore,2 Harris Ave.,2 Harris Avenue,Mechanicville,NY,12118,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 3-3:30pm,Year-round,YR,Y,Y,42.89934,Y,-73.69122,Y,"(42.89934, -73.69122)"
Saratoga,Veggie Mobile Sprout - Mechanicville Sr Center,178 North Main Street,178 North Main Street,Mechanicville,NY,12118,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 2-2:45pm,Year-round,YR,Y,Y,42.90829,Y,-73.68374,Y,"(42.90829, -73.68374)"
Schenectady,Buhrmaster Farm Stand,189 Saratoga Rd  Scotia,189 Saratoga Road,Scotia,NY,12302,Keith Buhrmaster,5183995931,http://www.buhrmasterfarms.com,Daily  9am-6:30pm,May 1-December 24,M/X,Y,N,42.86538,N,-73.93288,Y,"(42.86538, -73.93288)"
Schenectady,Schenectady WINTER Greenmarket,"Proctors Theater, 432 State St.",432 State St.,Schenectady,NY,12305,Erika Baer,5189860318,http://www.schenectadygreenmarket.org,Sunday  10am-2pm,November 4-April 28,M/X/W/P,Y,Y,42.812373,Y,-73.941802,Y,"(42.812373, -73.941802)"
Schenectady,Veggie Mobile-Father Leo Obrien,3151 Marra Lane Schenectady,3151 Marra Lane,Schenectady,NY,12303,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon 1pm-1:45pm,Year-round,YR,Y,Y,42.76062,N,-73.94004,Y,"(42.76062, -73.94004)"
Schenectady,Veggie Mobile-Hometown Health Ctr,1044 State Street Schenectady,1044 State Street,Schenectady,NY,12307,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon 2pm-2:45pm,Year-round,YR,Y,Y,42.8014,Y,-73.9278,Y,"(42.8014, -73.9278)"
Schenectady,Veggie Mobile-Keane Schools,1252 Albany Street,1252 Albany Street,Schenectady,NY,12304,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri  2:15pm-3pm,Year-round,YR,Y,Y,42.79687,Y,-73.92426,Y,"(42.79687, -73.92426)"
Schenectady,Veggie Mobile-Schenectady DSS,797 Broadway,797 Broadway,Schenectady,NY,12305,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon  3-3:45pm,Year-round,YR,Y,Y,42.80375,Y,-73.95193,Y,"(42.80375, -73.95193)"
