X,Y,OBJECTID_12,OBJECTID_1,OBJECTID,DIR_P,STREET,DIR_S,STYPE,X1_DIR_P,X1_STRT,X1_DIR_S,X1_STYPE,X2_DIR_P,X2_STRT,X2_DIR_S,X2_STYPE,TR_DIR,SPOT,ZIP,BSI_DIST,BSI_ID,GPS_STAT,STATUS,IN_SERVICE,BLOCK,SHELTER,WITH_SHLTR,SH_BENCH,SH_QUAN,BENCH,WITH_BNCH,BN_QUAN,TR_CAN,WITH_TCAN,TR_QUAN,CURR_EDIT,COMMENT,SOURCE,CHG_PERS,ATT_DATE,GPS_DATE,SRVD_RTS,STOPABBR,ONSTREET,ATSTREET,STOPNAME,POINT_X,POINT_Y,LON,LAT,TO_DELETE,FAREZONEID,WITH_KIOSK,RT_LAYOVER,ADAComp,SRVD_RTS_O,GlobalID,created_us,created_da,last_edite,last_edi_1
-95.484530402575743,29.716525125780787,3815,6155,6155, ,GULFTON, ,DR, ,RENWICK, ,DR, , , , ,W,NS,77081,29,6169,Y,A,1, , ,0, ,0, ,0,0, ,0,0,1,Updated location by aerial photo in GIS  moved 5ft NW,Google Maps Street View,spn,2016-05-12T00:00:00.000Z,2016-05-12T00:00:00.000Z,- 9 -,GULRENWN,GULFTON DR,RENWICK DR,GULFTON DR @ RENWICK DR,3084202.50008261,13824835.0001062,0,0,N, , , , ,- 9 -,{9F63C412-B1FD-4F81-8846-426251FB0EFE}, ,,sn01,2016-05-12T00:00:00.000Z
-95.486363961745042,29.716504800301525,3816,6156,6156, ,GULFTON, ,DR, ,RENWICK, ,DR, ,RAMPART, ,ST,W,MB,77081,29,6170,Y,A,1, ,1,1,W,1, ,0,0,C,1,1,0,Updated location by aerial photo in GIS  moved 8ft NW   verified amenities,Google Maps Street View,spn,2016-03-03T00:00:00.000Z,2016-03-03T00:00:00.000Z,- 9 -,GULRENWM,GULFTON DR,RENWICK DR,GULFTON DR @ RENWICK DR,3083621.74993178,13824812.0001522,0,0,N, , , , ,- 9 -,{F130D0D3-6A21-475A-A459-A6B103EF701A}, ,,sn01,2016-04-04T00:00:00.000Z
-95.488571485835877,29.716477172638537,3817,6157,6157, ,GULFTON, ,DR, ,RAMPART, ,ST, , , , ,W,NS,77081,29,6171,Y,A,1, ,4,1,W,1, ,0,0,C,1,1,0,Updated location by aerlal photo in GIS  moved 2ft N  verified amenities,Google Maps Street View,spn,2016-03-03T00:00:00.000Z,2016-03-03T00:00:00.000Z,- 9 -,GULRAMWN,GULFTON DR,RAMPART ST,GULFTON DR @ RAMPART ST,3082915.00003295,13824782.9998821,0,0,N, , , , ,- 9 -,{945E5357-EC9E-406F-B3BC-52D8446FB9D7}, ,,sn01,2016-04-04T00:00:00.000Z
-95.490895047165353,29.716466420685077,3818,6158,6158, ,GULFTON, ,DR, ,RAMPART, ,ST, ,WESTWARD, ,ST,W,MB,77081,29,6172,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 16ft NE,Google Maps Street View,spn,2016-03-03T00:00:00.000Z,2016-03-03T00:00:00.000Z,- 9 -,GULRAMWM,GULFTON DR,RAMPART ST,GULFTON DR @ RAMPART ST,3082162.49989752,13824752.9999421,0,0,N, , , , ,- 9 -,{B6EE4FB5-2C6F-4362-82A4-A147603CF706}, ,,sn01,2016-04-04T00:00:00.000Z
-95.492949502742647,29.716410179294055,3819,6159,6159, ,GULFTON, ,DR, ,WESTWARD, ,ST, , , , ,W,NS,77081,29,6173,Y,A,1, , ,0, ,0,C,1,1, ,0,0,0,Verified location by aerial photo in GIS  not moved  added C bench,Google Maps Street View,spn,2016-03-03T00:00:00.000Z,2016-03-03T00:00:00.000Z,- 9 -,GULWESWN,GULFTON DR,WESTWARD ST,GULFTON DR @ WESTWARD ST,3081526.49985719,13824718.0000121,0,0,N, , , , ,- 9 -,{C15403BA-716F-4AF4-AB43-98FD03D20691}, ,,sn01,2016-04-04T00:00:00.000Z
-95.494827418694939,29.71626308005392,3820,6160,6160, ,GULFTON, ,DR, ,HOOTON, ,DR, , , , ,W,NS,77081,29,6174,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 3ft NW,Google Maps Street View,spn,2016-03-03T00:00:00.000Z,2016-03-03T00:00:00.000Z,- 9 -,GULHOOWN,GULFTON DR,HOOTON DR,GULFTON DR @ HOOTON DR,3080935.00005594,13824645.0001581,0,0,N, , , , ,- 9 -,{4FCF1F1F-E8F3-4D53-A238-794F60EA706E}, ,,sn01,2016-04-04T00:00:00.000Z
-95.38765480360864,29.78333205186096,3821,6162,6162, ,STUDEWOOD, ,ST,E,7TH, ,ST, , , , ,N,NS,77007,20,6176,Y,A,1, , ,0, ,0, ,0,0,M,1,1,0,Updated location by aerial photo in GIS  moved 15ft S,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STU7THNN,STUDEWOOD ST,7TH ST,STUDEWOOD ST @ 7TH ST,3114180.49983777,13850075.000151,0,0,N, , , , ,- 56 66 -,{CC25C8D4-E72A-4C55-9A61-32427EE2031C}, ,,vw08,2016-04-14T00:00:00.000Z
-95.387682230796571,29.785060912674783,3822,6163,6163, ,STUDEWOOD, ,ST, ,EUCLID, , , , , , ,N,NS,77007,20,6177,Y,A,1, , ,0, ,0, ,0,0,M,1,1,0,Updated location by aerial photo in GIS  moved 25ft S,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STUEUCNN,STUDEWOOD ST,EUCLID,STUDEWOOD ST @ EUCLID,3114153.49989177,13850711.9998613,0,0,N, , , , ,- 56 66 -,{A3B8C5A2-1199-41F6-9D5C-7DD1ED42148C}, ,,vw08,2016-04-14T00:00:00.000Z
-95.387718725130142,29.787092814521429,3823,6164,6164, ,STUDEWOOD, ,ST, ,HIGHLAND, , , , , , ,N,NS,77007,20,6178,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS moved 51ft S  rmvd M can,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STUHIGNN,STUDEWOOD ST,HIGHLAND,STUDEWOOD ST @ HIGHLAND,3114117.99996278,13851475.9999737,0,0,N, , , , ,- 56 66 -,{14E12916-C26D-4CE9-97A8-507475E231EB}, ,,vw08,2016-04-14T00:00:00.000Z
-95.387790499911461,29.792556249841766,3824,6166,6166, ,STUDEWOOD, ,ST,W,TEMPLE, ,ST, , , , ,N,NS,77008,20,6180,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 7ft E,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STUTEMNN,STUDEWOOD ST,TEMPLE ST,STUDEWOOD ST @ TEMPLE ST,3114025.28033194,13853415.5085618,0,0,N, , , , ,- 56 66 -,{EC5D1373-D236-4400-B6CB-BCCA14D9449E}, ,,vw08,2016-04-14T00:00:00.000Z
-95.387847028643236,29.794818509763314,3825,6167,6167, ,STUDEWOOD, ,ST, ,FUGATE, , , , , , ,N,NS,77008,20,6181,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 8ft NE,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STUFUGNN,STUDEWOOD ST,FUGATE,STUDEWOOD ST @ FUGATE,3113983.62162261,13854227.4859405,0,0,N, , , , ,- 56 66 -,{8C022376-4CCD-4A93-9232-3CD5ED662685}, ,,vw08,2016-04-14T00:00:00.000Z
-95.387875868511472,29.796191660863201,3826,6168,6168, ,STUDEWOOD, ,ST,E,14TH, ,ST, , , , ,N,NS,77008,20,6182,Y,A,1, , ,0, ,0,C,1,1, ,0,0,0,Updated location by aerial photo in GIS  moved 7ft NE,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STU14TNN,STUDEWOOD ST,14TH ST,STUDEWOOD ST @ 14TH ST,3113963.78111111,13854724.9078459,0,0,N, , , , ,- 56 66 -,{FE0B437F-B2FD-4404-BAFD-C546F6F65F58}, ,,vw08,2016-04-14T00:00:00.000Z
-95.387911034500277,29.798307497450534,3827,6169,6169, ,STUDEWOOD, ,ST, ,LE GREEN, ,ST, , , , ,N,NS,77008,20,6183,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 3ft NW,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STULEGNN,STUDEWOOD ST,LE GREEN ST,STUDEWOOD ST @ LE GREEN ST,3113934.15124911,13855497.4863533,0,0,N, , , , ,- 56 66 -,{26732E8E-87EF-4931-9503-F1F8B777F8B6}, ,,vw08,2016-04-14T00:00:00.000Z
-95.387946480695788,29.800041343385654,3828,6170,6170, ,STUDEWOOD, ,ST,E,16TH, ,ST, , , , ,N,FS,77008,20,6184,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Added rte 34,spn stop association,spn,2007-03-23T00:00:00.000Z,1999-01-26T00:00:00.000Z,- 56 -,STU16TNF,STUDEWOOD ST,16TH ST,STUDEWOOD ST @ 16TH ST,3113901.5000677,13856128.999854,0,0,N, , , , ,- 56 66 -,{7ED80DBC-920F-443C-8640-781C4A31CBC4}, ,, ,
-95.387955637020625,29.801063110274477,3829,6171,6171, ,STUDEWOOD, ,ST, ,WINSTON, ,ST, , , , ,N,NS,77008,20,6185,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 5ft E,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STUWINNN,STUDEWOOD ST,WINSTON ST,STUDEWOOD ST @ WINSTON ST,3113881.56834903,13856500.5657119,0,0,N, , , , ,- 56 66 -,{5587BFAA-2A33-4A3D-8A72-724C7376CE38}, ,,vw08,2016-04-14T00:00:00.000Z
-95.388070343586762,29.800199733017077,3830,6175,6175, ,STUDEWOOD, ,ST,E,16TH, ,ST, , , , ,S,NS,77008,20,6189,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 6ft W,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STU16TSN,STUDEWOOD ST,16TH ST,STUDEWOOD ST @ 16TH ST,3113866.56772286,13856186.4672588,0,0,N, , , , ,- 56 66 -,{1780154F-247A-4572-A468-CCD01FEAC94A}, ,,vw08,2016-04-14T00:00:00.000Z
-95.388043104054617,29.798241241444494,3831,6176,6176, ,STUDEWOOD, ,ST, ,LE GREEN, ,ST, , , , ,S,FS,77008,20,6190,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 5ft NW,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STULEGSF,STUDEWOOD ST,LE GREEN ST,STUDEWOOD ST @ LE GREEN ST,3113895.2500802,13855470.9998577,0,0,N, , , , ,- 56 66 -,{708CC027-86A7-4BAC-807E-0CA5DA90206D}, ,,vw08,2016-04-14T00:00:00.000Z
-95.388013041257295,29.796485108789788,3832,6177,6177, ,STUDEWOOD, ,ST,E,14TH, ,ST, , , , ,S,NS,77008,20,6191,Y,A,1, ,2,1, ,1, ,0,0,C,1,1,0,Updated location by aerial photo in GIS  moved 4ft SW verified amenities,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STU14TSN,STUDEWOOD ST,14TH ST,STUDEWOOD ST @ 14TH ST,3113924.5000217,13854838.0001394,0,0,N, , , , ,- 56 66 -,{4371CFDB-D8F0-4E10-A784-262BE52C4088}, ,,vw08,2016-04-14T00:00:00.000Z
-95.387980619751488,29.794710953353967,3833,6178,6178, ,STUDEWOOD, ,ST,E,13TH, ,ST, , , , ,S,NS,77008,20,6192,Y,A,1, , ,0, ,0, ,0,0,M,1,1,0,Updated location by aerial photo in GIS  moved 5ft S,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STU13TSN,STUDEWOOD ST,13TH ST,STUDEWOOD ST @ 13TH ST,3113949.97831719,13854197.0844265,0,0,N, , , , ,- 56 66 -,{3FFBE15A-D191-489E-8AAF-B6E16A67963B}, ,,vw08,2016-04-14T00:00:00.000Z
-95.387954406786434,29.79300153560542,3834,6179,6179, ,STUDEWOOD, ,ST,E,12TH, ,ST, , , , ,S,NS,77008,20,6193,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS moved 5ft S,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STU12TSN,STUDEWOOD ST,12TH ST,STUDEWOOD ST @ 12TH ST,3113978.87261637,13853576.5823867,0,0,N, , , , ,- 56 66 -,{7D3E8C77-D3BA-4B0F-B8E3-D3C9C5FCFA32}, ,,vw08,2016-04-14T00:00:00.000Z
-95.387890680692564,29.789229361083095,3835,6181,6181, ,STUDEWOOD, ,ST,E,10TH, ,ST, , , , ,S,NS,77008,20,6195,Y,A,1, , ,0, ,0,C,1,1, ,0,0,0,Updated location with GPS  moved 56 ft NW  Building construction,OpWkLg91609 FV20091019,spn,2009-10-20T00:00:00.000Z,2009-10-19T00:00:00.000Z,- 56 -,STU10TSN,STUDEWOOD ST,10TH ST,STUDEWOOD ST @ 10TH ST,3114040.60149553,13852199.7639461,0,0,N, , , , ,- 56 66 -,{2812404A-17FC-49E6-8EF7-2EA492491BC1}, ,, ,
-95.387819229793024,29.785506953243466,3836,6183,6183, ,STUDEWOOD, ,ST,E,8TH, ,ST, , , , ,S,NS,77007,20,6197,Y,A,1, , ,0, ,0,C,1,1,C,1,1,0,Updated location by aerial photo in GIS  moved 50ft N,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 56 -,STU8THSN,STUDEWOOD ST,8TH ST,STUDEWOOD ST @ 8TH ST,3114109.49997978,13850805.0000034,0,0,N, , , , ,- 56 66 -,{1AD8C45A-3179-43F5-AAD7-352E775D9CF2}, ,,vw08,2016-04-14T00:00:00.000Z
-95.397257685569627,29.777733146342477,3837,6186,6186, ,HEIGHTS, ,BLVD,E,4TH, ,ST, , , , ,N,NS,77007,20,6200,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS moved 5ft S,Google Maps Street View,spn,2016-01-26T00:00:00.000Z,2016-01-26T00:00:00.000Z,- 40 66 -,HEI4THNN,HEIGHTS BLVD,4TH ST,HEIGHTS BLVD @ 4TH ST,3111199.99989328,13847928.9998499,0,0,N, , , , ,- 56 50 -,{8452328B-07D7-4F2D-8E0E-23219C9E49E0}, ,,sn01,2016-02-22T00:00:00.000Z
-95.39728459409767,29.779554427882424,3838,6187,6187, ,HEIGHTS, ,BLVD,E,5TH, ,ST, , , , ,N,NS,77007,20,6201,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0, ,Jc0126bb.shp, ,1999-01-26T00:00:00.000Z,1999-01-26T00:00:00.000Z,- 40 66 -,HEI5THNN,HEIGHTS BLVD,5TH ST,HEIGHTS BLVD @ 5TH ST,3111167.24995878,13848598.0001523,0,0,N, , , , ,- 56 50 -,{E6154809-FE3C-4B77-98FF-AC4BC01C9B60}, ,,sn01,2016-02-18T00:00:00.000Z
-95.397321681954196,29.781174716276329,3839,6188,6188, ,HEIGHTS, ,BLVD, ,WHITE OAK, ,DR, , , , ,N,NS,77007,20,6202,Y,A,1, ,4,1, ,1, ,0,0,M,1,1,0,Updated location by aerial photo in GIS moved 3ft E  verified amenities,Google Maps Street View,spn,2016-01-26T00:00:00.000Z,2016-01-26T00:00:00.000Z,- 40 66 -,HEIWHINN,HEIGHTS BLVD,WHITE OAK DR,HEIGHTS BLVD @ WHITE OAK DR,3111138.45178802,13849180.6023335,0,0,N, , , , ,- 56 50 -,{1720437E-C57D-437A-923A-6F6523C256FA}, ,,sn01,2016-02-22T00:00:00.000Z
-95.397359298348704,29.783260746984329,3840,6189,6189, ,HEIGHTS, ,BLVD,E,7TH, ,ST, , , , ,N,NS,77007,20,6203,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated locattion by aerial photo in GIS  moved 9ft N,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 40 -,HEI7THNN,HEIGHTS BLVD,7TH ST,HEIGHTS BLVD @ 7TH ST,3111101.75008978,13849935.0001029,0,0,N, , , , ,- 50 -,{BC3BEA37-A761-4128-8B2A-6AA11304891D}, ,,sn01,2016-04-04T00:00:00.000Z
-95.397391211593217,29.785040626250705,3841,6190,6190, ,HEIGHTS, ,BLVD,E,8TH, ,ST, , , , ,N,NS,77007,20,6204,Y,A,1, , ,0, ,0,C,1,1, ,0,0,0, ,Jc0126bb.shp, ,1999-01-26T00:00:00.000Z,1999-01-26T00:00:00.000Z,- 40 -,HEI8THNN,HEIGHTS BLVD,8TH ST,HEIGHTS BLVD @ 8TH ST,3111072.00014928,13850591.0001033,0,0,N, , , , ,- 50 -,{22A4459B-38F6-4CFF-B60B-3B68A85E8385}, ,,sn01,2016-02-18T00:00:00.000Z
-95.397421984910082,29.786915083706361,3842,6191,6191, ,HEIGHTS, ,BLVD,E,9TH, ,ST, , , , ,N,NS,77007,20,6205,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0, ,Jc0126bb.shp, ,1999-01-26T00:00:00.000Z,1999-01-26T00:00:00.000Z,- 40 -,HEI9THNN,HEIGHTS BLVD,9TH ST,HEIGHTS BLVD @ 9TH ST,3111041.2498827,13851272.0000536,0,0,N, , , , ,- 50 -,{9C8DE4EE-BD86-4486-AC76-B5A76AC3A423}, ,,sn01,2016-02-18T00:00:00.000Z
-95.397505003417947,29.790553777429324,3843,6193,6193, ,HEIGHTS, ,BLVD,E,11TH, ,ST, , , , ,N,NS,77008,20,6207,Y,A,1, , ,0, ,0,C,1,1,M,1,1,0,Updated location with GPS  moved 14 ft S,OWL204   20110616,spn,2011-06-20T00:00:00.000Z,2011-06-20T00:00:00.000Z,- 40 -,HEI11TNN,HEIGHTS BLVD,11TH ST,HEIGHTS BLVD @ 11TH ST,3110977.66470803,13852587.0968329,0,0,N, , , , ,- 50 -,{545D33D8-014B-4A08-BE03-ED0B36624FDD}, ,, ,
-95.397569523608027,29.794255726913239,3844,6195,6195, ,HEIGHTS, ,BLVD,E,13TH, ,ST, , , , ,N,NS,77008,20,6209,Y,A,1, , ,0, ,0,C,1,2,C,1,1,0,Remv'd & Reinstl'd 2-C Bnch  cmplt'd 071103,AA Log 071103,JL,2003-08-07T00:00:00.000Z,1999-01-26T00:00:00.000Z,- 40 -,HEI13TNN,HEIGHTS BLVD,13TH ST,HEIGHTS BLVD @ 13TH ST,3110915.75013369,13853931.9999829,0,0,N, , , , ,- 50 -,{35B58989-E2F3-4DA7-997A-496107F6216D}, ,, ,
-95.398088201476057,29.801048826988492,3845,6200,6200, ,HEIGHTS, ,BLVD,W,17TH, ,ST, , , , ,S,NS,77008,20,6214,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Removed rtes 8 56 end long term detour,Detour Sheet 20060830,spn,2006-09-08T00:00:00.000Z,1999-01-26T00:00:00.000Z,- 40 -,HEI17TSN,HEIGHTS BLVD,17TH ST,HEIGHTS BLVD @ 17TH ST,3110675.24995853,13856395.9999762,0,0,N, , , , ,- 50 -,{63F1E340-D143-4886-A418-0012421EC96C}, ,, ,
-95.398073376805712,29.799972678222499,3846,6201,6201, ,HEIGHTS, ,BLVD,W,16TH, ,ST, , , , ,S,NS,77008,20,6215,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Removed rtes 8 56  end long term detour,Detour Sheet 20060830,spn,2006-09-08T00:00:00.000Z,1999-01-26T00:00:00.000Z,- 40 -,HEI16TSN,HEIGHTS BLVD,16TH ST,HEIGHTS BLVD @ 16TH ST,3110691.99992503,13856005.000102,0,0,N, , , , ,- 50 -,{5B86000D-1486-4045-BF52-239798A1DC57}, ,, ,
-95.398057494397491,29.798167410512178,3847,6202,6202, ,HEIGHTS, ,BLVD,W,15TH, ,ST, , , , ,S,NS,77008,20,6216,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Removed rtes 8 56 end long term detour,Detour Sheet,spn,2006-09-08T00:00:00.000Z,1999-01-26T00:00:00.000Z,- 40 -,HEI15TSN,HEIGHTS BLVD,15TH ST,HEIGHTS BLVD @ 15TH ST,3110717.24987453,13855349.0001017,0,0,N, , , , ,- 50 -,{CD5A254C-01DE-4996-B70B-8AF606EEFCC4}, ,, ,
-95.397958439219437,29.794497287063724,3848,6204,6204, ,HEIGHTS, ,BLVD,W,13TH, ,ST, , , , ,S,NS,77008,20,6218,Y,A,1, ,4,1,W,1,C,1,2,C,1,1,0,Changed BN_quan to 2,WO407378   BSCR20080617,spn,2008-06-26T00:00:00.000Z,1999-01-26T00:00:00.000Z,- 40 -,HEI13TSN,HEIGHTS BLVD,13TH ST,HEIGHTS BLVD @ 13TH ST,3110789.75005761,13854016.000143,0,0,N, , , , ,- 50 -,{CFE1A02D-A3E4-4336-BAD9-738E10A3F7A7}, ,, ,
-95.397927837901321,29.792595325075649,3849,6205,6205, ,HEIGHTS, ,BLVD,W,12TH, ,ST, , , , ,S,NS,77008,20,6219,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Removed rtes 8 56 end long term detour,Detour Sheet 20060830,spn,2006-09-08T00:00:00.000Z,1999-01-26T00:00:00.000Z,- 40 -,HEI12TSN,HEIGHTS BLVD,12TH ST,HEIGHTS BLVD @ 12TH ST,3110820.7499956,13853324.9998846,0,0,N, , , , ,- 50 -,{B592512E-DAA1-4E36-8CDD-9318E1C12ACC}, ,, ,
-95.397910586982974,29.7908160409498,3850,6206,6206, ,HEIGHTS, ,BLVD,W,11TH, ,ST, , , , ,S,NS,77008,20,6220,Y,A,1, ,4,1,W,1, ,0,0,C,1,1,0,Updated location with GPS  moved 10 ft NW,OWL204  20110616,spn,2011-06-20T00:00:00.000Z,2011-06-20T00:00:00.000Z,- 40 -,HEI11TSN,HEIGHTS BLVD,11TH ST,HEIGHTS BLVD @ 11TH ST,3110846.14397369,13852678.4588548,0,0,N, , , , ,- 50 -,{4C984834-DFF6-4A12-B4F8-56E208C762E9}, ,, ,
-95.39787575129327,29.788941550835521,3851,6207,6207, ,HEIGHTS, ,BLVD,W,10TH, ,ST, , , , ,S,NS,77008,20,6221,Y,A,1, , ,0, ,0,C,1,1, ,0,0,0,Updated location by aerial photo in GIS  moved 6ft W  added C bench,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 40 -,HEI10TSN,HEIGHTS BLVD,10TH ST,HEIGHTS BLVD @ 10TH ST,3110885.74986561,13851998.9999119,0,0,N, , , , ,- 50 -,{CE549F88-3A42-42D5-B979-3E0D997AF766}, ,,sn01,2016-04-04T00:00:00.000Z
-95.397839243545988,29.78707385773599,3852,6208,6208, ,HEIGHTS, ,BLVD,W,9TH, ,ST, , , , ,S,NS,77007,20,6222,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS moved 4ft W,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 40 -,HEI9THSN,HEIGHTS BLVD,9TH ST,HEIGHTS BLVD @ 9TH ST,3110914.00013719,13851318.9999596,0,0,N, , , , ,- 50 -,{D27F3AE2-897E-4390-A3E1-BDF4B59857D9}, ,,sn01,2016-04-04T00:00:00.000Z
-95.39779841620728,29.785217226852232,3853,6209,6209, ,HEIGHTS, ,BLVD,W,8TH, ,ST, , , , ,S,NS,77007,20,6223,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 5ft SW,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 40 -,HEI8THSN,HEIGHTS BLVD,8TH ST,HEIGHTS BLVD @ 8TH ST,3110949.2500667,13850646.9999913,0,0,N, , , , ,- 50 -,{D520D2E3-7D4C-447B-BCD1-12A765C4BBA6}, ,,sn01,2016-04-04T00:00:00.000Z
-95.397794288356195,29.783506973558286,3854,6210,6210, ,HEIGHTS, ,BLVD,W,7TH, ,ST, , , , ,S,NS,77007,20,6224,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 3ft W,Google Maps Street View,spn,2016-02-26T00:00:00.000Z,2016-02-26T00:00:00.000Z,- 40 -,HEI7THSN,HEIGHTS BLVD,7TH ST,HEIGHTS BLVD @ 7TH ST,3110968.50002819,13850022.9999269,0,0,N, , , , ,- 50 -,{18A4975D-E6F7-4440-9AF1-4F89716C40C4}, ,,sn01,2016-04-04T00:00:00.000Z
-95.397726259199942,29.781714211645941,3855,6211,6211, ,HEIGHTS, ,BLVD,W,6TH, ,ST, , , , ,S,NS,77007,20,6225,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 4ft NW,Google Maps Street View,spn,2016-01-26T00:00:00.000Z,2016-01-26T00:00:00.000Z,- 40 -,HEI6THSN,HEIGHTS BLVD,6TH ST,HEIGHTS BLVD @ 6TH ST,3111010.24994469,13849368.9999226,0,0,N, , , , ,- 50 -,{45B3ADF8-100E-4A89-88EB-6D4D26CF2B1E}, ,,sn01,2016-02-26T00:00:00.000Z
-95.397681427369363,29.77979345202974,3856,6212,6212, ,HEIGHTS, ,BLVD,W,5TH, ,ST, , , , ,S,NS,77007,20,6226,Y,A,1, ,4,1,W,1, ,0,0,C,1,1,0, ,Jc0126bb.shp, ,1999-01-26T00:00:00.000Z,1999-01-26T00:00:00.000Z,- 40 66 -,HEI5THSN,HEIGHTS BLVD,5TH ST,HEIGHTS BLVD @ 5TH ST,3111038.74988769,13848680.9999863,0,0,N, , , , ,- 56 50 -,{B33694F4-B0F9-4AF6-BF12-436C0621BC5A}, ,,sn01,2016-02-18T00:00:00.000Z
-95.39764662527287,29.777071998574353,3857,6213,6213, ,HEIGHTS, ,BLVD,W,4TH, ,ST, , , , ,S,FS,77007,20,6227,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location with GPS   moved 178ft S  post Katy Fwy rd construc,FV20151009,spn,2015-10-12T00:00:00.000Z,2015-10-09T00:00:00.000Z,- 40 66 -,HEI4THSF,HEIGHTS BLVD,4TH ST,HEIGHTS BLVD @ 4TH ST,3111078.25013678,13847868.9999698,0,0,N, , , , ,- 56 50 -,{052BEBD0-D7B2-47C8-AF29-C993AB5B4B1F}, ,,vw08,2016-01-06T00:00:00.000Z
-95.399492955642884,29.812218222934696,3858,6214,6214, ,YALE, ,ST,W,28TH, ,ST, , , , ,S,NS,77008,20,6228,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 4ft W,Google Maps Street View,spn,2016-02-24T00:00:00.000Z,2016-02-24T00:00:00.000Z,- 40 -,YAL28TSN,YALE ST,28TH ST,YALE ST @ 28TH ST,3110108.25010827,13860442.0000863,0,0,N, , , , ,- 66 -,{45D3FAF0-99CC-4348-BCB9-79F164B32897}, ,,sn01,2016-04-04T00:00:00.000Z
